"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"rembg: автоматическое удаление фона с фото товаров на своём сервере","https://chimitdorzhi.tech/blog/rembg-udalenie-fona-foto-2026/pin.png","CHIMITDORZHI STUDIO","","rembg автоматически убирает фон с фото товаров пачкой — белый фон для WB и Ozon без оплаты дизайнеру за каждый кадр. Разбираю применение, ограничения на сложных объектах и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/rembg-udalenie-fona-foto-2026/","","rembg, обработка фото, маркетплейсы, open-source"
"Restreamer: свой стрим и мультитрансляция во все площадки сразу","https://chimitdorzhi.tech/blog/restreamer-multistream-2026/pin.png","CHIMITDORZHI STUDIO","","Restreamer ведёт один эфир и раздаёт его сразу во все соцсети и на свой сайт — максимум зрителей без дублирования трансляций. Для live-commerce это охват и продажи во всех каналах. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/restreamer-multistream-2026/","","Restreamer, мультистрим, трансляции, open-source"
"SRS: свой стриминг-сервер для live commerce и трансляций","https://chimitdorzhi.tech/blog/srs-strim-server-2026/pin.png","CHIMITDORZHI STUDIO","","SRS принимает поток от ведущего и раздаёт его тысячам зрителей с низкой задержкой — основа своей площадки трансляций и live-commerce без комиссий облачных сервисов. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/srs-strim-server-2026/","","SRS, стриминг, live commerce, open-source"
"Stalwart Mail: свой современный почтовый сервер на своём сервере","https://chimitdorzhi.tech/blog/stalwart-pochtovyy-server-2026/pin.png","CHIMITDORZHI STUDIO","","Stalwart Mail — это свой корпоративный e-mail на своём домене: SMTP/IMAP/JMAP, антиспам и шифрование в одном. Переписка не лежит и не читается на чужом сервисе. Честно про настройку DNS и репутацию. Разбираю и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/stalwart-pochtovyy-server-2026/","","Stalwart, почтовый сервер, email, open-source"
"Syncthing: синхронизация файлов между устройствами без облака","https://chimitdorzhi.tech/blog/syncthing-sinhronizaciya-faylov-2026/pin.png","CHIMITDORZHI STUDIO","","Syncthing синхронизирует файлы напрямую между компьютерами, серверами и телефонами без облака-посредника, с шифрованием передачи. Замена Dropbox для тех, кому важна конфиденциальность данных. Разбираю запуск.","https://chimitdorzhi.tech/blog/syncthing-sinhronizaciya-faylov-2026/","","Syncthing, синхронизация, файлы, open-source"
"Tandoor: меню, рецептуры и закупки для кафе и общепита","https://chimitdorzhi.tech/blog/tandoor-menyu-tehkarty-kafe-2026/pin.png","CHIMITDORZHI STUDIO","","Tandoor систематизирует техкарты, расчёт ингредиентов на порцию и планирование закупок для кафе и общепита — вместо тетради и Excel. Честно про границы (это не складской учёт). Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/tandoor-menyu-tehkarty-kafe-2026/","","Tandoor, общепит, техкарты, open-source"
"TensorFlow.js: AI прямо в браузере без сервера","https://chimitdorzhi.tech/blog/tensorflow-js-ai-v-brauzere-2026/pin.png","CHIMITDORZHI STUDIO","","TensorFlow.js запускает AI прямо в браузере без сервера: детекция объектов, классификация фото, оценка качества снимка, рекомендации — данные не уходят на сервер. Для e-commerce и интерактива. Разбираю применение и заказ.","https://chimitdorzhi.tech/blog/tensorflow-js-ai-v-brauzere-2026/","","TensorFlow.js, AI, браузер, open-source"
"ThingsBoard: IoT-платформа для датчиков и телеметрии на своём сервере","https://chimitdorzhi.tech/blog/thingsboard-iot-platforma-2026/pin.png","CHIMITDORZHI STUDIO","","ThingsBoard собирает данные с датчиков (температура, счётчики, оборудование) в одну панель с оповещениями — чтобы аварии не замечали поздно. Для складов, общепита, агро и производства. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/thingsboard-iot-platforma-2026/","","ThingsBoard, IoT, датчики, open-source"
"Three.js: 3D-конфигуратор товара на сайте","https://chimitdorzhi.tech/blog/three-js-3d-konfigurator-tovara-2026/pin.png","CHIMITDORZHI STUDIO","","Three.js — это 3D-конфигуратор товара прямо на сайте: покупатель крутит модель и меняет цвет, материал, комплектацию вживую. Для мебели, авто и маркетплейсов. Разбираю, кто заказывает и как сделать под ключ.","https://chimitdorzhi.tech/blog/three-js-3d-konfigurator-tovara-2026/","","Three.js, 3D-конфигуратор, e-commerce, open-source"
"Traccar: GPS-мониторинг транспорта и сотрудников на своём сервере","https://chimitdorzhi.tech/blog/traccar-gps-monitoring-transporta-2026/pin.png","CHIMITDORZHI STUDIO","","Traccar показывает, где транспорт, курьеры и спецтехника прямо сейчас, ведёт историю и геозоны — без абонентки за каждый объект и с данными у себя. Разбираю применение, нюансы 152-ФЗ и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/traccar-gps-monitoring-transporta-2026/","","Traccar, GPS, мониторинг транспорта, open-source"
"Vendure: headless-магазин — товарная основа для live commerce","https://chimitdorzhi.tech/blog/vendure-headless-magazin-2026/pin.png","CHIMITDORZHI STUDIO","","Vendure — это магазин с API, к которому можно прикрутить любую витрину: сайт, приложение или кнопку «купить» прямо в плеере трансляции. Гибче шаблонных движков. Разбираю применение, в т.ч. для live-commerce, и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/vendure-headless-magazin-2026/","","Vendure, headless, магазин, open-source"
"Vikunja: задачи и to-do для команды на своём сервере","https://chimitdorzhi.tech/blog/vikunja-zadachi-dlya-komandy-2026/pin.png","CHIMITDORZHI STUDIO","","Vikunja наводит порядок в задачах команды вместо «задач в чатах»: списки, проекты, канбан, Ганта и напоминания, без подписки за пользователя. Легче, чем Plane. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/vikunja-zadachi-dlya-komandy-2026/","","Vikunja, задачи, управление проектами, open-source"
"VROOM: оптимизация маршрутов доставки на своём сервере","https://chimitdorzhi.tech/blog/vroom-optimizaciya-marshrutov-2026/pin.png","CHIMITDORZHI STUDIO","","VROOM строит оптимальные маршруты доставки для нескольких машин с учётом окон и загрузки — вместо планирования «на глаз». Для курьерских, развоза и выездных бригад. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/vroom-optimizaciya-marshrutov-2026/","","VROOM, маршруты, доставка, open-source"
"Wanderer: своя платформа туристических маршрутов и гидов","https://chimitdorzhi.tech/blog/wanderer-turisticheskie-marshruty-2026/pin.png","CHIMITDORZHI STUDIO","","Wanderer — это своя витрина туристических маршрутов с GPS-треками, картой и фото, вместо разрозненных постов в мессенджерах. Для турбизнеса, гидов и баз отдыха, особенно в природных регионах. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/wanderer-turisticheskie-marshruty-2026/","","Wanderer, туризм, маршруты, open-source"
"WhisperX: автоматическая транскрибация речи на своём сервере","https://chimitdorzhi.tech/blog/whisperx-transkribaciya-rechi-2026/pin.png","CHIMITDORZHI STUDIO","","WhisperX расшифровывает аудио и видео в текст с таймкодами и определением говорящих — совещания, интервью, подкасты, субтитры — на вашем сервере, без отправки записей в чужое облако. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/whisperx-transkribaciya-rechi-2026/","","WhisperX, транскрибация, распознавание речи, open-source"
"Свой сервис email-рассылок под брендом: white-label на базе Listmonk / Keila","https://chimitdorzhi.tech/blog/white-label-email-rassylki-2026/pin.png","CHIMITDORZHI STUDIO","","Свой сервис email-рассылок под вашим брендом на базе Listmonk или Keila — почтовая платформа для бизнеса и агентств по подписке. Разбираю модель, главную сложность (доставляемость) и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/white-label-email-rassylki-2026/","","white-label, email-рассылки, Listmonk, open-source"
